Mixing_Speed_RPM,Reducing_Agent_NaBH4,Reducing_Agent_ascorbic_acid,Reducing_Agent_citrate,Stabilizer_CTAB,Stabilizer_PEG,Stabilizer_PVP,Stabilizer_citrate,Precursor_Conc_mM,pH,Temperature_C,Reaction_Time_min,Particle_Size_nm,Zeta_Potential_mV,Polydispersity,Drug_Loading_Efficiency_%,Targeting_Efficiency_%,Cytotoxicity_%
0.7964,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.964539036884749,5.0,51.0,6.0,15.0,0.2760894036792916,0.5231083894503454,1.0,0.8700038218206173,0.571747421140236
0.2782,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0555962343326852,5.0,81.0,5.0,34.0,0.27625778494359776,0.4882457697763577,0.7851672740048982,0.7828467772957187,0.2542624160151191
0.4973,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.4425186434188078,4.0,30.0,41.0,18.0,0.0390888701722934,0.3993424755489895,1.0,0.8412656776121771,0.3930159368838165
0.7145,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.4831429065713557,8.5,79.0,5.0,27.0,0.18210076736951425,0.5111457647432982,1.0,0.6370507744475882,0.2625845745669723
0.2409,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.533426631147772,4.5,25.0,17.0,15.0,0.07370005956444203,0.7574304808265683,1.0,0.7907846528748615,0.3971215467189957
0.2464,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.152376366365401,3.5,95.0,5.0,33.0,0.24843524940343298,0.5895484782603461,0.8021139365008049,0.6506550784322781,0.3013916172371887
0.1209,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.526120566476442,3.0,38.0,18.0,27.0,0.8835679520998294,0.7040972201022652,0.4364262442594441,0.2823925516631006,0.8635949883541283
0.11,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7034500842066325,9.0,73.0,5.0,29.0,0.0001501081201280008,0.7023265754234068,0.8559180766562658,0.648356741674711,0.23546130279929461
0.61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.4036462092366966,10.0,82.0,5.0,44.0,0.882605965813274,0.4093139039609056,0.3021152386379692,0.6016534316058016,0.942519017017614
0.5064,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5220502372583528,6.0,45.0,17.0,20.0,0.7310845053343937,0.2808588526195027,0.7744652980334145,0.6080031497853694,0.5164879642754154
0.26,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2815043856570084,3.0,99.0,5.0,36.0,0.2676885694303931,0.4902798516590222,0.8443671114533459,0.8862052655288711,0.24044131279148134
0.9364,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.78897782947591,4.0,48.0,5.0,17.0,0.27738443521652717,0.30206212464916615,1.0,0.8454080989714391,0.4313048235481024
0.4464,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.4959222087823,3.0,54.0,5.0,26.0,0.020260504404405466,0.5185192561470452,1.0,0.9568052754766433,0.15012119010490893
0.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8245193587704877,3.5,90.0,5.0,30.0,0.008376208392816276,0.3528906351808737,0.637044489596779,0.4757638079105525,0.3206025046653024
0.6227,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7730146723597178,7.0,81.0,5.0,33.0,0.04494278171092425,0.22586329498075497,1.0,0.7804253982411852,0.24686451746201232
0.3664,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6941219289851068,4.5,97.0,5.0,28.0,0.11153633452227507,0.3860398024458651,0.6813740361212793,0.5083848798876112,0.3690477145990159
0.7091,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.614560140872606,9.0,20.0,77.0,18.0,0.2354792892838155,0.2487385602598744,1.0,0.6963138183311041,0.39543287667765
0.8964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.1754820423134476,3.5,30.0,37.0,16.0,0.021117171269530943,0.1957047679173266,1.0,0.8526685272589655,0.44237740355362104
0.5918,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.977258762349415,8.5,94.0,5.0,53.0,0.21157556270113648,0.3619478044127533,0.7307096362304834,0.9353874936787351,0.2525318710058201
0.0445,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.6585587800818657,9.0,33.0,36.0,30.0,0.25146302343462845,0.5901411172394276,1.0,1.0,0.08264913443835947
0.5782,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2614624852380987,5.0,67.0,5.0,25.0,0.03943255427789899,0.35361298900333527,1.0,0.879424222172026,0.2596150987129351
0.0682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.142697991424344,6.5,85.0,5.0,37.0,0.20249565070930092,0.6865526710123212,1.0,1.0,0.17550162114070775
0.2155,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7755778681761591,10.5,94.0,5.0,30.0,0.21727922292550889,0.7453950441936722,0.6721205410205474,0.6636665270363448,0.2887928500576936
0.2873,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.4367625986954056,7.5,48.0,16.0,30.0,0.05969207642920732,0.5580834076742704,0.7874831363524702,0.6198298361761713,0.19378207259162236
0.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.973578525485251,6.5,81.0,5.0,37.0,0.28757576086785214,0.3905659492245954,1.0,0.975908170051088,0.19080741108833735
0.5627,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.8663015480685257,4.5,34.0,8.0,15.0,0.19036183427722125,0.5271542443523523,0.9761187697695489,0.3497981911201423,0.5612770335918792
0.3964,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.466168753926933,3.0,62.0,7.0,29.0,0.8542135189976621,0.38587274270373817,0.4793889199374658,0.33115886147772733,0.7682338397765855
0.2727,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6604639640902896,9.0,75.0,10.0,32.0,0.07392999827386043,0.4749996931934447,1.0,0.9950068350759959,0.3047899763400736
0.1391,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2009287325518718,9.5,67.0,5.0,23.0,0.0007324723424102508,0.7378556194511928,1.0,0.9398544232613096,0.30174346918784667
0.7064,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.384986194070685,6.0,23.0,47.0,15.0,0.27833159877533503,0.3358233781190183,1.0,0.850070307577835,0.4113496860214361
0.8109,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.9594827780184008,4.0,40.0,18.0,15.0,0.11377158114109714,0.22042998962750804,1.0,0.36877095621500766,0.6385545444604197
0.9345,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.8998247244074586,4.0,66.0,5.0,28.0,0.8070950771600642,0.32499424054633985,0.5110715204115887,0.4107825261722825,0.9165792069173577
0.3873,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.256188304773778,5.5,79.0,5.0,31.0,0.03456573185042955,0.5175619391607167,1.0,0.9324865839503672,0.23247212720416766
0.2509,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2977929746786208,6.5,58.0,5.0,21.0,0.26737394262149256,0.6755344492856673,0.782074756181682,0.37406986378061147,0.46006847337384105
0.3164,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6936518726414906,10.5,83.0,5.0,30.0,0.27067632244214135,0.4683763992190735,1.0,1.0,0.2095731993794956
0.4191,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.6629529090925246,6.0,92.0,5.0,36.0,0.09088835873838308,0.5530759585132177,1.0,1.0,0.2881877266519971
0.8809,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5890167822076317,10.5,57.0,5.0,18.0,0.9571792285749153,0.19370045617490317,0.8761144912645399,0.5203571919377269,0.4927251116553317
0.51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5898850477753623,10.5,68.0,5.0,28.0,0.018637246511484795,0.3087722228572879,1.0,1.0,0.16746673233063183
0.0973,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.4269254159613975,9.5,85.0,5.0,45.0,0.7503503620857273,0.7033557700296497,0.18563040496779248,0.5612863241571521,0.9562271350605602
0.5136,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.7096068813139063,6.0,46.0,9.0,20.0,0.0622808462627949,0.4783883032982652,1.0,0.9591604043479368,0.32425762194104163
0.7536,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.947474351092008,11.0,85.0,5.0,36.0,0.008135973594900425,0.42284066604504955,1.0,0.9801466017943629,0.25461581228756996
0.2345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.932031535859294,4.0,40.0,9.0,17.0,0.03948702157279016,0.6755041918023453,1.0,0.8226242432488869,0.39109701096831423
0.6773,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.118976838712783,9.0,16.0,33.0,15.0,0.010377579464786346,0.5822450852034644,1.0,0.8058322587182877,0.3872667830937241
0.54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3818602204132917,7.0,30.0,18.0,17.0,0.035053487830175645,0.47907253724007637,1.0,0.8654236103981697,0.3482625283918594
0.1182,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.85529569867658,8.0,84.0,5.0,43.0,0.8259542273846415,0.6624841682011146,0.22799409125292203,0.5292370796285374,0.8098743191463489
0.0209,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5191735155372825,7.5,75.0,6.0,43.0,0.8851212219115752,0.5763232273144875,0.18925189279671872,0.4928750036594509,0.8164853342685944
0.2245,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.383140176724626,10.5,43.0,7.0,16.0,0.18322253637307634,0.7979322329206032,0.8132224238651441,0.4007195240887399,0.598934020298254
0.2409,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0093427886130295,9.0,73.0,5.0,26.0,0.04263365906469735,0.5660969642053256,1.0,0.7870359330729054,0.26983327374232674
0.39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4509984253730782,6.0,69.0,5.0,15.0,0.1743846517442944,0.5779886981271196,0.9506714044415369,0.3889544098475196,0.5852184358571649
0.6682,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.110810442369002,8.0,91.0,5.0,34.0,0.17121140092827702,0.33568823779927837,0.8681752934342012,0.8659394529150418,0.24915593109488038
0.1927,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.521324672048607,9.5,84.0,5.0,39.0,0.24277699834174543,0.7084866341861499,0.4734191511414655,0.6601878014105514,0.3159037006386034
0.8818,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.8783708327543556,10.0,80.0,5.0,32.0,0.23008207677229464,0.2509797610068324,0.7354505512037023,0.7100480391723692,0.33503761918602354
0.2355,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0991038764388437,11.0,75.0,5.0,42.0,0.27914136595485695,0.5961338481561002,0.8898743334020051,0.797253514919733,0.26644977343193815
0.03,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.4449625925390324,10.5,98.0,5.0,45.0,0.24106339728896753,0.7562452283261297,1.0,1.0,0.2849702297481374
0.1055,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3047770718308116,3.0,32.0,18.0,15.0,0.10176545346601851,0.721286866691682,1.0,0.39887037221359,0.6015940963684874
0.2855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.3389839348519974,4.5,79.0,5.0,42.0,0.8534014366644109,0.6138865003266232,0.2474764233698975,0.5530569880319508,0.9255613719011778
0.6382,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.051039554776826,6.5,55.0,5.0,28.0,0.21545566104209457,0.4408193266134711,0.8910936077424115,0.7047514314534059,0.242234960672641
0.9582,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7851687732794576,4.0,41.0,21.0,18.0,0.27914048947045944,0.08953219292726089,1.0,0.9643677742779165,0.3218007587281538
0.5891,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.432494070769296,3.0,78.0,5.0,27.0,0.2870018965836888,0.528622792542915,1.0,0.9971660039203646,0.27752583018327176
0.8145,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3646634135196076,7.5,67.0,5.0,27.0,0.2329354232020176,0.2885214591563967,1.0,0.9680132497225867,0.1823525357567274
0.9191,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7495145078039048,8.5,44.0,17.0,20.0,0.24333477590330327,0.07244935658137558,1.0,0.6665812172727305,0.31761820168320465
0.2964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.192349498332141,4.5,78.0,5.0,30.0,0.01764061770563985,0.4605193420782334,1.0,0.9183489503097771,0.22569322239850514
0.5727,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.265165831661497,4.0,39.0,12.0,22.0,0.8027928856049353,0.5515174172018585,0.40915197499196687,0.34442215006774335,0.9001703482477625
0.1036,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.3797584053599974,3.5,34.0,24.0,19.0,0.22902277054914882,0.7005997010490016,0.9091015640894767,0.47791284528554967,0.411991503916284
0.3573,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.7024017481572287,11.0,42.0,13.0,19.0,0.15326737377216615,0.5899810791626753,1.0,0.5221023405972866,0.4026787505637676
0.5436,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.757138830895973,4.5,82.0,5.0,30.0,0.0,0.6587169489520938,1.0,0.8983612131169737,0.24656040325598638
0.3618,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.9746169792238595,5.0,100.0,5.0,48.0,0.0004247996113501684,0.6929223746306449,0.621185369219008,0.9441533434472632,0.33555715366878025
0.5336,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7837679044820849,5.0,42.0,6.0,18.0,0.8303421060654721,0.45972243941735,0.5313478034555484,0.17949597991674882,0.8718232635221239
0.0336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.18321589892892373,4.0,60.0,6.0,36.0,0.783816301301405,0.5438827320672371,0.32117933584124436,0.44851098019192537,0.6785393788641797
0.8809,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.4003176561560027,11.0,48.0,18.0,20.0,0.17986042971787858,0.24293455292139488,1.0,1.0,0.3292633808133335
0.8264,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5564180965026577,5.5,87.0,5.0,32.0,0.21816121042650688,0.27311428771169566,0.6866276676469388,0.6180741720592959,0.3501843730164871
0.9336,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.054189434608466,5.5,38.0,27.0,15.0,0.22281636072173544,0.13849322483770787,0.9464548155405997,0.45381691571268257,0.6290416126805142
0.6091,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.128328627569115,5.0,76.0,5.0,26.0,0.12697599827662798,0.6261823198885706,0.8095530599246442,0.7392582554661472,0.240539385965787
0.8645,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4342712207854693,9.5,46.0,5.0,15.0,0.03389254254997104,0.3231216827014717,1.0,0.8705305347115736,0.42926493341537114
0.5255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.30562641905098437,9.0,26.0,60.0,22.0,0.060861581164090295,0.2935713156037738,1.0,0.7528838567384809,0.1709863724322822
0.3573,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.3965643869041255,3.5,36.0,34.0,25.0,0.026915566189623263,0.38256604284648577,1.0,0.9369438491545822,0.1180690189614525
0.86,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.608022674228793,4.5,96.0,5.0,35.0,0.0343720093276354,0.22192891041911567,1.0,1.0,0.29417510652750395
0.5182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.5707862436511935,4.0,27.0,31.0,15.0,0.000804191883845895,0.5414012147072209,1.0,0.6581231242097269,0.3953768826010768
0.68,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.866354687067535,4.0,64.0,8.0,36.0,0.1660426953051788,0.3847801665221319,0.7730125162419995,0.8985211821370697,0.32015276322828107
0.6482,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.677546696080795,7.5,15.0,47.0,15.0,0.8140861207719411,0.47658761174013387,0.5528362998738515,0.22520586330273573,1.0
0.1236,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7835262725698808,6.0,69.0,5.0,30.0,0.2841913926441329,0.5954124258317692,1.0,1.0,0.21917446159793286
0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.363749900978465,7.0,98.0,5.0,43.0,0.09844784306099197,0.7473072904317227,0.44388356030610254,0.7082431259843741,0.3918428544916536
0.0573,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7352754297635339,5.0,57.0,5.0,27.0,0.8381005970187156,0.743831297966968,0.3362070910308804,0.2621613129425163,0.7191570137911597
0.9436,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8279689462736919,9.0,92.0,5.0,24.0,0.018343943613073732,0.34535760119454595,0.8966858398769265,0.5698114404443938,0.42384823589964715
0.38,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.35139171647719913,7.0,76.0,5.0,22.0,0.20389100237752777,0.5616011608063071,0.687159094812792,0.5442154434649786,0.38172982670443156
0.1255,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.527788514375068,11.0,39.0,16.0,19.0,0.1682211472704842,0.7245400722767611,0.7546553413917233,0.2623152776740906,0.48436672165631955
0.1773,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12930637165732037,8.0,49.0,13.0,22.0,0.29103217792388003,0.5225790626031395,0.8344490591993078,0.3996581423262521,0.35601798949241426
0.1236,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.2096221880141598,6.5,98.0,5.0,37.0,0.004011557111353703,0.7752411422273379,1.0,1.0,0.17801832273192658
0.6736,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0230961842160706,9.0,24.0,21.0,15.0,0.04003287304531694,0.506811734447053,1.0,0.45611383605109923,0.5095115177099282
0.7009,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8245137725317204,5.5,78.0,5.0,36.0,0.06249029521164384,0.3032432501181981,1.0,1.0,0.2336874920111397
0.7618,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.93825118525893,10.5,75.0,5.0,32.0,0.9820243057850547,0.38635239706011626,0.29823286931580306,0.4656714551096003,0.8937235445481185
0.3082,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.78054416432193,4.0,65.0,5.0,26.0,0.26903508713809476,0.7036695954423146,0.9718222132272448,0.66408170055009,0.26078428734975173
0.4236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.92812986015862,7.5,59.0,5.0,30.0,0.2757531439937483,0.48989772814076626,0.7353754119384878,0.7557790102091914,0.2681797001909129
0.1055,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.721084480191415,10.0,91.0,5.0,58.0,0.2893491346519046,0.7157785357969902,0.9928796514712853,1.0,0.23518061426759668
0.5364,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8650519307951349,6.5,34.0,10.0,20.0,0.2338596703698203,0.3974868469410404,1.0,0.9470680608879852,0.30265819695347196
0.4727,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1457501597428599,10.5,20.0,67.0,16.0,0.1426723626962204,0.37924671887646133,1.0,0.7483974424870002,0.3916985237237467
0.3045,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.14309257794953,7.0,38.0,9.0,22.0,0.801319850681816,0.7557977239168213,0.5164526902627785,0.2944599901891548,0.9687943045760476
0.4527,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.055326631874341,9.0,50.0,5.0,18.0,0.010336128424838498,0.5767652525480927,1.0,0.8496471342302859,0.37157804921354587
0.7155,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.478964668407084,7.5,80.0,5.0,28.0,0.780232074340224,0.47524097604479043,0.3558496650742188,0.3706237659238365,0.8061500837090003
0.8364,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.225839170080876,6.0,23.0,27.0,15.0,0.11159934201206984,0.3528076104793372,0.9233742289831114,0.35597345778243117,0.6424508162360805
0.3955,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.781096593978693,3.5,56.0,5.0,28.0,0.2820348780538716,0.6134816436723677,1.0,0.925254088243391,0.23974946720469192
0.7282,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.738206207140595,8.5,94.0,5.0,54.0,0.8394320923058927,0.39305614179092363,0.230593963436735,0.7245252249882946,0.7886612246999982
0.4191,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7377700841171388,4.5,50.0,5.0,21.0,0.27343725761256765,0.4630560574698356,1.0,0.8851614758140262,0.29977455153861354
0.7864,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0178555668280405,10.0,27.0,28.0,15.0,0.03921733852836107,0.408570527047588,1.0,0.9483657215641889,0.44072685439057524
0.11,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.325306789472691,8.5,97.0,5.0,47.0,0.10311297093365013,0.7928288700414957,0.3847480916549585,0.6873093805280223,0.32714891730714046
0.1945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.566000154735887,7.0,64.0,7.0,26.0,0.2575503257705716,0.5853635614319124,0.6620928969489132,0.44472774014455985,0.3630387295060666
0.6836,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.320398803815382,9.0,34.0,33.0,20.0,0.962687322390918,0.20524708655519508,0.4958863787038271,0.2820847318312344,0.848541916279543
0.61,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.287299302426332,10.5,75.0,5.0,32.0,0.9760089559317702,0.5039410015126976,0.6196780921853821,0.5861762228627179,0.30468001983093035
0.9082,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.447154025088192,5.5,85.0,5.0,37.0,0.2555277625596435,0.2069056773780099,0.7407821257834241,0.8669161262459287,0.23851354405692454
0.49,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8630472838176184,6.5,88.0,5.0,30.0,0.8123847630131029,0.5356488094515028,0.31994292788271206,0.3231978551917063,0.8473650623933501
0.1491,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.502412445820323,9.0,86.0,5.0,43.0,0.23483992476411886,0.6558868337796965,0.6437004014740401,0.7230983598816355,0.3160567417582949
0.7991,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.605512467687215,6.0,23.0,30.0,15.0,0.15534994600058455,0.3556944274948506,1.0,0.714371784788462,0.523452292506436
0.0909,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2586871877067485,6.5,58.0,5.0,24.0,0.2546095018165372,0.7456284379519286,0.8438716275110504,0.608682736260825,0.29488429955726236
0.7818,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.448567160204703,6.5,47.0,11.0,17.0,0.20117567534472242,0.35265818193236076,0.7634115898481862,0.5385132661249065,0.5622912418711561
0.1891,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4884792639540834,7.5,52.0,5.0,28.0,0.8585220436370604,0.753432001365146,0.314410925210182,0.2601782500807883,0.7840095645506073
0.3482,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.568298992048536,3.0,19.0,64.0,15.0,0.0299558275715745,0.621815375858246,1.0,0.8358509660843657,0.4091637815096032
0.2736,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.187387854332311,4.0,27.0,31.0,15.0,0.011951051748802177,0.6406190201246106,0.8435778509749038,0.22816936613248517,0.5761064368830374
0.1409,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.4062429550857334,8.5,19.0,42.0,16.0,0.018578061394620204,0.6925328915613728,1.0,0.7859674281037127,0.3931542582117574
0.9609,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.240105990756619,4.0,93.0,5.0,27.0,0.14975887498159474,0.3268524672973774,0.8898749034172447,0.5442793126862974,0.4059705109191025
0.4364,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.8660649318798064,7.5,55.0,5.0,23.0,0.10999471778191089,0.47453966081431853,0.707761388653667,0.47223772924091945,0.3341621690986858
0.9573,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.938213678472058,4.5,38.0,14.0,15.0,0.07184993104618487,0.26255081386629364,1.0,0.3827330356419131,0.5755093554269607
0.6255,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.379443487812251,10.5,38.0,17.0,17.0,0.2675997889004106,0.3781611605270848,1.0,0.5401388778503247,0.48369699966064195
0.9445,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.969951243186414,3.5,32.0,21.0,15.0,0.048728607590403594,0.3491517881061479,1.0,0.48987779994050373,0.6425130503640776
0.3391,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.7147643156870807,10.5,73.0,5.0,26.0,0.13677010819858026,0.7245650228585808,0.6124329926798352,0.4210437963274536,0.2652558364558444
0.7045,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.303260434023046,11.0,77.0,5.0,29.0,0.26173276947113355,0.23207624816292416,0.940822659819247,0.7573218620958179,0.2970892465276375
0.4918,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.712664692665995,5.0,76.0,5.0,33.0,0.026685641883649747,0.41591433689496193,1.0,1.0,0.23793487848620187
0.1682,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4850741738171187,3.0,76.0,5.0,23.0,0.8091434978139466,0.683592979142606,0.44152133902721,0.2850364114866074,0.7613353165495286
0.4691,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.515873743060103,8.5,61.0,5.0,35.0,0.06038954184638973,0.5293382707341208,1.0,1.0,0.2541900415774614
0.5373,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2672378961356205,4.5,28.0,17.0,15.0,0.03388382139731139,0.4485657735162184,1.0,0.8657980442740715,0.4911878694875087
0.6636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8279186625839744,5.5,99.0,5.0,23.0,0.01200574362631085,0.4211414277685477,1.0,0.7800378537552702,0.22085565680348512
0.3282,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1822517321329469,11.0,77.0,5.0,31.0,0.06506475176440407,0.4946801239684486,1.0,1.0,0.14281697102642182
0.4182,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2109877204161879,8.5,28.0,37.0,22.0,0.045348981996374216,0.3998868434560936,1.0,0.8875298455546298,0.16644969007263094
0.9036,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8833135079148384,5.0,27.0,20.0,15.0,0.8275176847227999,0.38110307645925057,0.5657176902219533,0.25408496372526246,1.0
0.0164,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.680327298626816,11.0,88.0,5.0,35.0,0.2467799766251536,0.9391286545535992,0.7482605657347282,0.6963128665610979,0.26321241564266284
0.2682,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.851741777118358,6.0,79.0,5.0,38.0,0.2509951883157623,0.538723933652607,0.7465811213088301,0.663018053309007,0.23761196675318413
0.6255,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.44535355060709647,5.0,28.0,37.0,20.0,0.1901280601512208,0.30747392299442367,0.9811765506124591,0.6691266620236865,0.303085516366863
0.3518,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5252761977968972,9.5,52.0,5.0,21.0,0.22347365548558135,0.44975604441214745,0.7797897471914551,0.4499807698146745,0.37032740949916415
0.6755,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7524727089300017,9.5,32.0,38.0,17.0,0.2914883602236234,0.2910116289756618,1.0,0.9426504826879384,0.37593412650135477
0.9573,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0944744713327552,4.5,75.0,5.0,22.0,0.04629700452474256,0.10525497095348463,1.0,0.8909884359151775,0.32984462301820483
